,AAV_CBLN1_OE_1,AAV_CBLN1_OE_2,AAV_CBLN1_OE_3,AAV_CTL1,AAV_CTL2,AAV_CTL3
Ruvbl1,59.678381,56.189674,60.554451,62.708564,42.10445,54.907737
Gpihbp1,104.022857,57.371617,67.094022,60.672706,37.865688,26.999242
Zc3h11a,57.833766,80.866563,43.682392,69.413297,49.935528,49.741457
Nbr1,57.294757,55.642363,62.517044,60.005181,51.56484,58.631607
Tbc1d20,62.794371,57.862048,63.549602,57.952306,50.571018,51.298103
Slc39a14,50.977438,49.405294,55.035403,44.096925,70.039193,54.450787
Eif1b,54.019111,53.833892,51.987595,54.409053,73.771256,62.207455
Micu1,60.063789,51.339386,54.663955,62.173612,61.894435,48.991261
Rfc2,56.374145,56.162056,63.358774,62.97216,53.754646,47.931035
Efemp1,49.356636,34.988309,55.114965,73.290325,48.349587,54.878421
Ranbp3,56.197156,62.797898,59.713095,58.669432,42.511979,55.285776
Pfdn1,54.73512,59.087432,50.500089,55.148061,61.522376,60.935551
Arpc5l,59.360584,49.387928,59.206394,54.20055,42.102695,63.330988
Ccnb2,61.839976,58.02055,57.213632,64.919175,49.78732,48.709326
Irx2,55.13318,53.246662,49.389062,54.285652,92.477563,55.940771
P3h3,63.11698,56.641238,63.718771,61.162339,51.585772,40.368993
Dbndd2,59.776167,65.382198,46.902359,54.536666,47.773844,64.617099
Hars,62.942862,59.553186,59.178061,60.066818,46.301637,53.603057
Tulp3,56.239066,48.900353,50.377125,54.375463,61.701736,53.923134
Rab4b,58.854771,57.830166,55.869208,60.391774,57.403985,48.073759
Ccnb1,51.609099,63.170974,53.033367,61.754886,50.604796,52.545739
Cggbp1,56.06827,58.754846,61.017625,61.61526,42.57165,57.553701
Mrpl3,64.730392,60.111467,58.888308,53.192724,44.669949,58.476901
Rp9,59.504502,58.070592,61.739036,52.280838,49.275152,59.009565
Mrpl38,63.016718,58.484341,64.280607,53.784171,42.805013,58.411807
Ehbp1l1,56.792276,52.456634,63.320462,58.661791,48.462986,54.864064
Hoxa10,66.349658,62.989555,59.106303,69.201767,43.675672,46.11114
Polr2c,59.124565,52.089019,51.201821,56.181624,61.093898,59.472098
Smarcc2,59.714233,62.213248,64.950245,57.182113,48.003165,47.198219
Tmem97,54.394542,58.853724,52.251434,59.87022,54.007967,53.847996
Gtf2h5,54.471873,60.087536,52.023638,68.032503,49.099153,66.379272
Tmem208,54.49953,56.850249,71.348416,56.850869,39.688261,62.215552
Raver1,63.167063,57.767717,63.127295,53.237376,48.502771,49.328629
Slpi,78.8384,23.343919,123.408463,42.085049,53.347538,36.665232
Ptpn1,68.319819,62.17002,67.604499,56.453983,37.779251,56.227758
Hdac7,57.706301,59.918467,52.665674,61.491682,63.344315,47.735127
1810026B05Rik,45.481838,56.818504,48.68514,58.707191,76.056867,53.844978
Prelid3b,70.903287,58.404311,52.899466,57.605154,43.42833,52.481274
Trmt1,46.843657,54.428683,51.498889,48.445802,79.539764,57.837908
Jmjd6,48.186536,54.84018,54.347078,52.976334,74.786662,56.329831
Eci2,58.919044,57.482808,53.802083,62.406572,60.496808,46.584428
Gpnmb,43.374954,45.712668,48.959698,56.082082,65.007609,54.908013
Carm1,56.518214,61.956173,59.002247,53.067519,48.084704,57.763764
Ccl7,48.261321,52.341118,53.232528,67.197128,20.504352,69.82994
Alas1,57.40768,55.023698,69.527119,60.01679,49.383673,49.216801
Cdc26,63.385457,63.877406,55.472603,52.448614,49.103921,66.562566
Bad,65.349576,69.205367,67.374089,54.274529,32.687786,53.817935
E2f4,54.247877,54.655451,62.365693,54.246729,44.181872,59.94745
Smarcc1,56.457358,58.731211,53.192588,53.483964,58.099145,53.971827
Dcaf13,52.560479,59.163504,50.340321,60.482883,51.273556,62.886486
Fxr2,53.52239,52.942109,54.973047,52.495687,61.175045,61.123694
Prrc1,58.807632,58.688866,53.253557,47.116598,80.624489,46.100863
Mrps18c,52.37261,51.516957,54.37432,60.794435,51.326897,72.422875
Atp2b1,55.084892,57.498523,47.902198,65.480994,49.485094,66.529539
Ppme1,56.594765,43.662188,50.016701,47.867979,75.945227,62.892218
Cldnd1,53.920021,53.037681,55.372203,60.582239,62.439597,54.591464
Tgfb3,65.766534,60.747885,70.328152,65.931093,40.100615,44.347068
Syf2,56.063306,53.613603,55.527294,58.793743,56.053381,56.677632
Arap1,70.725933,53.945004,73.340608,60.167377,33.581913,43.213366
Lsm2,62.975428,64.670798,63.552805,62.398325,33.368749,48.920286
Bod1,55.184363,56.041622,57.240518,55.809549,56.776516,56.861379
Trap1,59.612351,56.314775,57.821419,54.657973,49.527167,52.037785
Marveld1,55.417299,54.921527,60.533991,62.182788,44.620206,54.521616
Sap30l,58.772043,63.531456,57.706329,54.584853,49.511103,51.703332
Sharpin,68.230063,36.793799,77.886218,62.808752,38.545106,50.483799
Znrf1,52.966706,61.765289,46.571308,53.454213,55.192076,50.137471
Denr,47.976448,55.38085,46.336075,51.826971,62.818671,60.007684
Lypla2,62.797423,61.524838,66.643292,53.417771,41.551375,49.253743
Adm,24.916531,7.831448,16.792394,6.245886,319.773884,19.731581
Ston1,62.446884,69.321513,56.047721,51.582947,52.402338,43.343016
Cux1,52.402686,53.257418,57.506616,58.794724,59.467683,53.251433
Dctn5,51.705504,56.638098,68.518244,61.325221,45.338934,54.79656
Arrb1,59.886989,57.862328,58.121599,55.792542,57.887244,49.62199
Nolc1,60.730839,64.330301,59.631921,57.899199,37.344485,54.525473
Nucb2,50.418746,81.213125,53.611432,55.267621,46.691599,54.166189
Scaf1,57.32844,58.54528,58.776966,53.444081,53.852057,49.295944
Wipi1,62.571756,47.231888,60.312764,56.729047,63.923988,48.524739
1110065P20Rik,61.945971,71.395313,58.138436,47.4238,46.712469,57.917921
Cnih4,58.674259,57.286321,52.080501,56.463686,60.622641,57.234615
Mpzl1,60.82784,52.661515,43.874921,51.308824,64.923859,52.331961
Dpm1,61.9946,50.417947,39.227805,64.165924,60.289217,51.908351
Ms4a4d,48.109494,35.70991,65.764718,70.758145,26.706328,53.851123
Sigmar1,48.438636,59.062775,58.541425,52.775832,40.595598,66.374774
Ggnbp2,49.480053,44.7319,46.664221,57.155641,63.49956,67.650283
Hic1,74.706026,83.940885,66.722235,49.438593,39.452485,40.658741
Rpl38-ps2,45.859264,44.721478,43.842796,75.308297,68.693053,59.762566
Cops3,62.836675,49.719235,51.165702,58.866555,46.506924,56.932806
Nde1,55.642716,63.139502,53.509141,61.182546,41.672007,54.000824
Fbxl5,56.506672,53.197466,51.227714,60.097746,45.823726,62.713058
Ppard,54.144516,46.355685,61.191679,57.745334,63.892663,53.027481
Lsm8,57.637252,56.332108,46.848606,65.719861,42.687469,59.082578
Ube2f,59.544299,52.43605,56.839644,58.109858,42.632228,61.78958
Pxk,53.242476,56.723713,57.286598,57.60548,47.772342,48.507837
Noc2l,58.817068,60.968443,51.754624,47.277691,52.237798,57.744129
Prpf38b,53.800177,64.623329,51.611449,65.774772,48.062057,49.394836
Wtap,52.605416,56.639375,49.880541,59.883185,52.637278,62.918902
Mapk1ip1l,57.708188,56.883462,56.055137,51.260192,49.456671,57.196918
Polr2a,51.961688,57.732135,56.287996,49.564227,58.00557,50.29838
Cbx5,51.708356,60.637427,46.401133,57.753937,51.451395,64.83072
Ppp1r12a,60.056109,50.293308,49.325334,61.88974,48.369661,56.250698
Ier3ip1,54.40192,51.102961,50.182081,63.296532,53.275063,63.495252
Arfgap3,53.154406,54.305945,52.980174,57.300505,59.953934,55.303788
Tuba4a,41.605076,64.267182,53.436479,44.8711,49.323305,69.27939
Nfkb2,50.05547,54.864887,67.914324,58.757275,47.767187,53.781567
Pak1,49.562221,42.95667,58.780587,57.483632,56.456114,51.075321
Wdr45b,60.46635,52.103638,53.915199,55.000393,53.319388,56.395664
Pcyox1,55.303528,57.499831,59.692572,59.81002,46.633243,52.391766
Pdxdc1,59.993362,58.001098,59.942564,50.811228,50.656901,54.746579
Ccl6,40.548603,56.606851,130.542107,60.112436,13.777024,32.333726
Grhpr,49.18918,40.665913,46.248268,44.706888,89.223499,61.452803
Myo9b,62.034891,63.568642,58.12853,47.337428,40.815969,56.762323
Cisd3,58.255141,59.557561,66.170389,56.221481,44.50648,53.336238
Mars1,56.531254,56.351535,52.545984,47.743503,49.188602,54.607801
Atp13a3,58.815009,55.080367,50.455044,58.34365,45.737169,52.635586
Mgrn1,60.174723,58.871204,55.031882,58.139363,51.837278,41.873219
Ccdc50,54.180012,59.315374,46.149957,54.922524,62.743555,52.363832
2310009B15Rik,56.832035,58.381679,53.354836,49.22269,58.246307,51.384103
Gga1,52.607128,53.505001,51.667199,53.935396,54.618018,57.139653
Acp5,60.01603,54.655433,70.346453,56.361074,27.144608,55.33802
Htatip2,59.160692,45.682322,45.647274,48.515808,65.807261,54.957935
Suclg1,54.290247,59.833194,60.353567,55.960387,42.66566,48.760145
Slfn2,55.479963,39.930185,79.60807,58.093091,24.209713,50.129875
Msl1,51.701546,53.721017,59.802216,64.57843,41.356628,58.817798
Smarca4,54.599981,58.33514,63.111593,53.736316,47.763487,48.347246
Mtfr1,50.179394,42.643193,47.296041,45.737026,70.31282,63.94088
Lrrk1,64.310495,54.532287,64.110034,60.606016,39.888674,46.973748
Creb3l1,57.48431,50.464728,62.248241,49.567554,50.013822,54.913017
Steap3,39.933672,38.951903,33.865935,37.624139,94.874035,70.110032
Rgs10,67.966212,54.951775,74.941129,64.476783,34.702827,43.196263
Atp2c1,52.627738,56.770625,57.7443,58.898165,51.222633,58.182696
Fbxw2,57.370545,50.334734,53.884525,55.963266,51.992321,58.839105
Trappc6a,52.555004,48.647674,58.494427,48.642104,75.59152,55.377265
Il17rc,56.600258,59.109626,61.653398,53.350934,37.309081,41.380353
Gm10073,54.238034,55.491703,59.915444,51.106851,54.553746,59.002627
Farsb,57.325335,56.952576,59.76628,49.29488,44.834254,56.237079
Gramd1a,52.467176,55.563213,53.469738,51.027722,65.999354,44.374509
Ciao2a,56.204399,59.558972,56.994758,59.758436,39.058074,54.437053
Peak1,55.217755,56.40201,46.544556,50.034523,62.547501,48.055522
Eps15,59.34916,54.966368,54.414941,54.817518,51.628661,54.260939
Rpl31-ps8,58.449625,44.949846,46.489819,59.65657,51.284538,80.483729
Gas2l1,51.696565,51.551161,56.662275,51.580577,52.84764,48.920588
Nabp2,53.375341,47.042483,59.133876,58.379433,56.986521,53.248859
Scamp4,56.00164,56.749951,60.101759,58.811573,43.469051,46.88386
Fam50a,54.31969,47.949526,57.058681,56.999959,49.96433,60.215286
Rnf149,47.814821,53.408341,58.524455,48.984762,65.418869,50.827853
Creb3l2,55.607811,56.458068,51.55539,53.297505,50.488211,52.313396
Ugp2,55.020454,55.634114,53.308003,55.296346,56.537491,53.428736
Sf3a2,56.411114,53.712741,59.63038,55.574487,42.762607,51.13733
Me1,52.915099,44.339935,38.416058,39.651353,97.138744,60.87571
Acot9,59.897397,48.526299,52.131225,55.41829,55.902994,50.015438
Baz1b,55.390047,59.838851,57.016335,60.226053,34.210274,56.593436
Lsm14b,53.588082,52.109259,50.519794,48.352816,63.545213,56.021907
Ptpn9,58.13577,55.750284,50.514188,60.201482,53.533289,46.516003
Hibadh,54.195346,55.171146,53.697017,59.874388,45.560567,53.845329
Smad3,53.367044,62.704171,48.706043,42.977882,71.991919,50.661969
Casp12,58.120967,50.46918,58.568951,69.910805,44.984476,46.498768
Hadhb,60.463534,54.971442,57.683852,59.913666,44.616786,44.169725
Ramac,54.057271,55.530246,41.691571,63.636517,54.096559,56.963948
Pkd1,57.39186,55.976717,51.883429,45.375047,54.19815,47.141416
Hbp1,53.893936,46.568049,52.635634,47.764555,72.025053,53.560869
Rad23a,61.423037,48.908318,60.247723,47.396972,44.367103,49.711025
Cxcl15,93.707032,47.725086,51.141976,77.824975,21.716367,36.676946
Tex261,57.480139,53.09397,62.842319,56.122134,43.429007,46.490174
Pes1,53.769698,65.436645,49.758696,50.642885,46.552687,60.817606
Mrps18a,53.086546,54.594958,64.830971,56.802574,45.225652,51.3194
Ptpn6,57.977654,58.424177,80.610776,63.892745,18.61393,39.290776
Gipc1,57.32271,63.435748,56.859609,50.519911,47.552454,48.823073
Azi2,52.498884,54.301458,51.611746,53.87488,56.733264,56.855918
B230219D22Rik,58.908658,51.123103,45.778819,56.789208,57.815463,59.26844
Cant1,58.546175,50.98716,61.983104,51.780083,51.31041,48.77026
Tspan11,38.063322,47.529136,60.150695,60.983585,56.522676,47.104893
Sart1,44.363424,49.565518,59.688562,66.546103,46.844032,51.609111
Gltp,60.726723,58.416126,72.058702,58.760635,32.660117,44.688282
Vbp1,56.12276,46.563257,47.424434,58.922427,58.859971,62.38387
4933434E20Rik,51.572968,41.867463,45.044983,59.030121,60.409098,55.771163
Tnfaip8,61.357159,53.578191,61.79539,67.120948,31.967645,41.587543
Pgs1,55.441484,52.580332,53.670374,48.676006,50.6531,59.175116
Gdi1,52.830813,51.554558,49.2691,51.025393,65.111946,54.670609
Ddx1,54.492095,53.473548,46.202497,57.311669,48.995598,59.980525
Myc,47.581242,38.88426,46.965385,44.4177,62.118803,72.347714
Unc50,55.395249,58.852175,52.085652,56.840891,41.634995,57.26097
Ndufb4,57.225133,56.566218,52.701669,50.57974,40.737033,55.695646
Usp7,54.597307,54.773777,52.780435,54.178308,49.150081,53.473131
Mrpl28,63.242013,54.203831,59.251975,57.166043,38.061463,52.690971
Gm42855,0,0,0,0,0,430.297596
Irak1,58.804983,53.311366,54.934794,53.770273,47.740756,54.968859
Ppp1r2,62.922703,51.783019,51.018125,55.9733,50.702307,46.893171
Bhlhe22,60.665209,54.937196,48.654751,59.650825,61.490738,47.172168
Idh3a,59.918623,53.352164,51.302572,59.596017,44.668964,54.003471
Spryd3,46.83014,49.387218,47.636236,49.190962,59.201715,55.575129
Atxn2,47.821446,52.387856,51.569206,54.997206,50.584835,58.991797
Il2rg,51.698486,48.249366,78.781237,70.079544,19.685255,33.439056
Pgap2,55.454727,42.581189,58.067638,57.159537,49.493442,46.167239
Tmem214,54.727111,63.336721,57.755162,51.666477,45.533969,48.819497
Palld,52.2591,48.795991,48.185143,52.128246,69.288209,45.848185
Rps6-ps4,54.061516,49.984573,55.583059,58.052732,56.910348,66.102634
Plxna1,46.343385,54.538764,56.283318,57.079507,43.327007,53.21898
Tspan14,53.680975,48.476341,53.282448,60.202697,43.709817,55.332292
Serpina3g,52.618823,40.27475,92.290697,63.652539,7.269243,23.995081
Sec23b,50.387064,60.735071,55.565681,49.044243,39.890576,56.84347
Sertad4,66.662338,62.591032,53.470128,66.216894,32.292383,39.145692
Tmem63a,45.857823,41.023801,49.277542,50.684963,72.226474,54.840639
Slc38a1,57.255761,55.982393,47.118881,49.876711,51.943625,52.156918
Usp22,54.39202,46.193888,46.631932,47.838337,77.754742,45.034177
Tiprl,50.312465,48.785149,53.051506,53.71759,57.813607,58.941567
Sulf2,45.677003,57.287808,48.419617,41.748515,69.163055,51.000089
Nek6,64.143409,63.030638,53.537509,68.933163,31.032825,40.85543
1810049J17Rik,56.407491,68.646136,41.498077,26.216639,64.971763,43.884485
Rae1,57.852294,53.651058,48.810037,51.451244,47.877919,60.361653
Lgals8,53.822313,47.585717,53.282128,56.727195,56.090127,47.772585
Mid1ip1,46.223026,48.063802,50.246055,36.930413,52.044852,62.028856
Abcf2,53.933184,58.622736,53.655494,52.208538,36.237595,54.787949
Pi4k2b,46.489332,41.154901,35.61111,46.423214,75.372784,67.290795
Ilf3,56.006234,46.360452,51.632522,55.539971,52.10351,56.144438
Necap2,58.835841,55.595626,60.780509,50.515782,49.437375,44.46067
Nup62,55.534982,54.24939,53.267307,47.299111,57.303304,49.274826
Flot2,55.725436,54.711351,54.354118,55.05827,54.314088,47.732343
Fam91a1,52.213293,50.476108,50.739441,50.667647,56.673626,55.449957
Ccl12,59.948666,36.56277,70.962589,89.47183,20.785527,68.791041
Nradd,56.01066,42.237852,49.579519,55.543259,47.036744,62.63609
Lipa,54.869844,52.297101,66.180409,65.963571,36.688856,43.373013
Abr,46.127548,53.185798,54.772323,54.457078,54.745248,47.698915
Rpl36-ps12,57.49013,40.381065,58.102471,61.846864,53.325147,75.518965
Mcrs1,51.536841,56.282495,52.170029,56.052702,52.237643,46.470273
Strn4,63.422198,54.958887,52.752399,47.356179,55.677011,43.31638
Nek7,56.220806,57.053026,46.300371,60.381326,50.897307,50.868945
Arhgap22,43.342333,35.899407,48.457476,54.61759,65.105702,64.646369
Manbal,53.333106,47.058653,53.908404,53.141464,55.080296,49.30373
Dcaf7,54.981174,54.010079,58.069803,54.661435,45.138228,49.611042
Ilf2,51.242263,57.933971,47.481447,52.393914,46.420777,56.560467
Lrig1,57.150035,46.391242,45.785259,47.686379,53.882487,56.141932
Rap2c,60.182573,48.495074,45.370712,55.496607,47.782044,49.422029
Npepps,50.812807,42.327718,56.12033,52.151754,62.2905,65.451893
Ddx47,54.20939,53.087648,53.307333,53.10738,49.554373,54.055028
Cacnb3,48.242833,53.416197,53.418696,50.794568,61.367127,50.996235
Cnot3,54.743831,54.640728,58.908411,53.175673,44.084732,45.6209
Cd302,65.330228,56.370581,58.830341,58.500549,34.496538,44.070586
Nub1,52.013816,47.494376,58.454446,52.793472,50.287036,50.07295
Dnm1,51.575505,56.074693,47.957316,53.256606,57.993069,34.027494
Steap1,61.596522,45.812015,45.738423,38.516428,47.39915,65.170441
Fut8,49.332433,45.687215,47.791317,47.002064,67.330188,54.725148
Ms4a6d,60.687606,53.391334,78.184887,52.844594,22.93069,45.510733
Psen1,55.71405,58.17023,55.569761,58.079374,43.872526,45.708019
Far1,50.225548,60.955951,48.42867,72.46689,31.479546,58.961504
Cops8,53.793829,43.905151,44.263152,50.691972,55.402319,52.436849
Lbh,48.66306,35.761585,43.873285,34.330679,73.754051,62.922075
Dctpp1,61.089281,59.609864,60.549741,45.507141,34.376301,53.181325
Krcc1,64.600443,44.959447,56.115446,62.638221,37.492451,52.105937
Mrpl51,46.310194,50.244907,63.673456,54.288275,37.039571,49.502922
Apobec1,58.990761,55.557708,51.000023,70.485587,31.485029,47.198403
Isg20,43.053481,31.222742,45.323404,46.836626,78.985559,68.679819
Abhd16a,63.496113,52.353163,59.983101,50.453513,47.320807,39.695476
Kpna4,48.645195,48.036422,49.850489,57.370711,46.959008,63.117777
Rab35,52.776439,57.892937,54.939199,57.616972,42.830277,49.127849
Stra6,29.070446,35.648355,45.735158,35.314511,93.492771,47.856144
Ly86,56.184287,48.746945,76.538817,67.494733,19.822,38.193289
Lyar,49.264989,60.772351,45.353854,51.754085,48.79393,57.315582
Hgs,54.053667,47.138436,56.587279,54.258697,49.938702,50.919794
Cul4a,56.418059,55.143943,51.962225,53.864532,49.631275,51.081263
Gtf2a2,57.539243,49.124471,45.599071,55.144253,53.030894,60.502986
Ip6k2,48.526865,41.879941,45.855794,46.277066,50.817499,70.646634
Sh3bp1,51.29519,50.406279,68.099948,49.938174,37.014736,43.590913
Senp3,57.853771,60.608204,53.32398,50.715158,44.889898,49.093404
Gas6,62.269681,71.279405,85.999569,41.530429,27.900051,26.135498
Mllt3,48.94939,42.755238,46.494155,58.291045,51.540767,52.825104
Igkv3-7,22.974719,5.062196,356.308336,13.035025,0,1.293411
Lyn,58.872206,52.506279,64.577535,63.894435,28.858591,43.881152
Raf1,55.698451,47.118957,51.192097,53.068447,49.543093,50.464552
Glb1,55.737282,58.303392,62.414784,56.857161,39.279825,40.690482
Ppp2r5a,55.978412,48.969705,53.4066,49.880899,50.597853,54.472677
Sbno2,47.800898,52.460906,48.845654,55.933047,50.911463,55.739946
Mrpl18,44.945231,53.034558,52.197589,57.572914,44.016758,52.001386
Zdhhc5,53.541997,52.382003,52.734458,50.287986,47.316735,51.705153
Isyna1,56.403744,61.08461,59.006877,48.072672,40.754167,54.070606
Selenbp1,50.737987,34.388666,35.245151,39.212875,123.91075,53.932015
Ubald1,55.831193,56.696548,50.774881,45.144586,49.8709,45.333066
Esyt1,55.722574,51.336544,68.077334,56.866219,40.190805,39.769219
Cited2,42.149803,44.185297,41.280882,33.992508,104.081347,40.438702
S1pr3,54.280049,49.169443,49.094571,55.144645,63.238139,40.471365
Ddx58,55.411753,42.748418,57.630708,62.085449,33.198591,53.241755
Rnaseh2a,45.712899,57.517575,60.937979,50.885181,41.796196,51.974844
Plaat3,47.839451,50.859319,63.269448,64.575927,33.158349,46.43716
Il4ra,50.238097,51.955631,55.836245,44.360227,54.287438,49.553313
Rbm14,69.664193,73.691676,51.422711,56.116771,30.903516,45.889795
Cox20,44.457265,45.870159,53.134647,59.74662,40.560689,63.974863
Naa60,56.613068,54.080258,55.812781,52.981001,48.590442,43.501773
Rtl8b,66.971028,56.475108,73.406585,61.891303,26.164299,33.914492
Sp100,58.091851,48.39315,71.363922,64.498589,21.005533,41.424261
Myo10,45.416111,44.820239,48.797976,50.422059,56.239995,50.628726
